POSSIBILITY,TUITION FEES BUDGET,OVERALL BUDGET,STATE,COLLEGE,UNIVESITY NAME,TYPE,YEAR,SEATS,OVERVIEW,WEBSITE,TUITION FEE,"HOSTEL CHARGES
P.A.",ANNUAL,ONE TIME,TUITION PACKAGE,GRAND TOTAL,TYPE,QUOTA,"OPENING RANK
2023","CLOSING RANK
2023",OPENING SCORE,CLOSING SCORE
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SDU MEDICAL COLLEGE, KOLAR,TAMAKA KOLAR, KARNATAKA, 563103","Sri Devaraj Urs Academy of Higher Education and Research (Deemed University), Kolar",Trust,1986,150,"Sri Devaraj Urs Medical College, located in Kolar, Karnataka, is part of the Sri Devaraj Urs Academy of Higher Education and Research Deemed University and is managed by the Sri Devaraj Urs Educational Trust. Established in 1986, the college admits 150 students annually for its MBBS program based on NEET scores. It offers undergraduate, postgraduate, and diploma courses in medicine. The college employs well-experienced faculty, ensuring quality education through didactic lectures, group discussions, demonstrations, tutorials, practicals, seminars, symposiums, quizzes, and integrated teaching methods. Physician-teachers at the college are observed by students, promoting excellent medical practice and setting high standards for future doctors.",https://sdumc.ac.in/,"₹ 17,60,000.00","₹ 1,27,044.00",,,"₹ 79,20,000.00","₹ 84,91,698.00",Deemed/ Paid Seats Quota,OPEN,43066,298657,578,359
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SRI SIDDHARTHA MEDICAL COLLEGE DU, TUMKUR,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR, KARNATAKA, 572107","Sri Siddhartha Academy of Higher Education, Tumkur",Trust,1988,200,"Sri Siddhartha Medical College (SSMC) was started in 1988 by the Sri Siddhartha Educational Society (SSES).
The College of Medicine and hospital is located on the outskirts of Tumkur and is surrounded by a green field on a 220-acre campus.
The campus comprises 21 buildings with built-up area of approximately 73,875 sq m and separate buildings for Pre and Clinical departments, extensive library and information center and SSMC Hospital.",https://www.ssmctumkur.org/,"₹ 17,75,000.00","₹ 1,24,000.00","₹ 71,000.00",,"₹ 79,87,500.00","₹ 85,45,500.00",Deemed/ Paid Seats Quota,OPEN,134244,431784,475,295
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SRI SIDDHARTHA ACADEMY T BEGUR,SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, KARNATAKA, 562123","Sri Siddhartha Academy of Higher Education, Tumkur",Trust,2019,150,"Sri Siddhartha Inst of Medical Sciences Begur is adminstered under Sri Siddhartha Educational Society (SSES) which was established in the year 1959.
Being the successful on the education service for the past 60 years its second medical college admits 150 students for the MBBS course.
Sri Siddhartha Educational Society have developed more than 80+ educational establishemnts in the field of Academic, Medical, Engineering, Dental and Research.
More than 16000 students and 1800 staffs are working under this educational society.",https://ssimrc.in/,"₹ 17,75,000.00","₹ 1,50,000.00","₹ 71,000.00",,"₹ 79,87,500.00","₹ 86,62,500.00",Deemed/ Paid Seats Quota,OPEN,133951,603837,476,233
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, BELAGAVI,J.N. MEDICAL COLLEGE CAMPUS, NEHRU NAGAR, BELAGAVI-590010. KARNATAKA, INDIA., KARNATAKA, 590010","KLE Academy of Higher Education & Research (Deemed), Belgaum",Trust,1963,200,"JNMC is among the top twenty medical schools in the country, according to national research conducted in 2007 and 2013 by the acquisition of the KLE Academy in the College of Research and the jewel in the KLE Society’s crown.
The College is well-planned curriculum and structured courses are the credentials of highly skilled and experienced faculty providing quality education.
The college faculty has the prestigious BC Roy National Awards and the Hari Om Ashram Alembic Awards for renowned medical teachers.",https://jnmc.edu/,"₹ 18,30,000.00","₹ 99,200.00",,,"₹ 82,35,000.00","₹ 86,81,400.00",Deemed/ Paid Seats Quota,OPEN,28095,179229,601,437
NOT POSSIBLE,#REF!,EXCEEDS BUDGET,HIMACHAL PRADESH,MAHARISHI MARKANDESHWAR MEDICAL COLLEGE & HOSPITAL SOLAN,"Maharishi Marakandeshwar University, Kumarhatti, Solan",Trust,2013,150,"- MM Medical College & Hospital was established in 2013 as a constituent Institute of Maharishi Markandeshwar University, Solan, under the MM University Trust.
- Supported by a 720-bedded Super-Speciality Hospital, it is equipped with state-of-the-art infrastructure and modern equipment.
- First self-financing Medical College in the state, offering MBBS seats, the highest in any Medical College in Himachal Pradesh.
- Recognized by the Medical Council of India and Ministry of Health & Family Welfare in 2018 for MBBS courses.
- Sanctioned PG courses of MD/MS in twenty clinical and non-clinical specialities, along with M.Sc. (Medical) courses and various Diploma and Degree(UG) paramedical courses.
",https://mmmch.mmusolan.org/,1ST YEAR- 1597200/-              2ND YEAR- 1756920/-                3RD YEAR - 1916640/-          4TH-2076360/-          5TH-2236080/-,"SINGLE OCCUPANCY-1,36,000               DOUBLE OCCUPANCY-130000             ","₹ 18,300.00","50000
REFUNDABLE 5000","₹ 95,83,200.00","₹ 1,03,05,550.00",PRIVATE,MQ,114782,153642,458,494
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,UTTARAKHAND,"HIMALAYAN INSTITUTE OF MEDICAL SCIENCE, JOLLYGRANTDEHRADUN","Swami Rama Himalayan University, Dehradun",Trust,1995,150,"- Himalayan Institute of Medical Sciences (HIMS) is the first medical college in Uttarakhand and introduced the first Ph.D. program in medical sciences in the state.
- Equipped with a 1200-bed Himalayan Hospital, the largest super-specialty postgraduate teaching hospital in the state, covering all specialties and super-specialties.
- The campus offers a conducive learning environment with lush green surroundings and Wi-Fi connectivity.
- HIMS offers MBBS, Postgraduate (MD/MS/Diploma/Certificate) programs recognized by the NMC in various branches, along with Postdoctoral/Ph.D. and fellowship programs.
",https://srhu.edu.in/himalayan-institute-of-medical-sciences,"₹ 20,50,000.00","NON AC TWIN SHARING- 90,000
AC TWIN SHARING - 1,20,000","₹ 50,000.00","115500
REFUNDABLE- 200000","₹ 92,25,000.00","₹ 1,03,37,675.00",PRIVATE,AIMQ,35367,250673,387,590
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"JSS MEDICAL COLLEGE, MYSURU,THE PRINCIPAL JSS MEDICAL COLLEGE AND HOSPITAL MEDICAL INSTITUTIONS CAMPUS S S NAGAR MYSURU, KARNATAKA, 570015","JSS Academy of Higher Education & Research, Mysuru (formerly known as JSS University, Mysore)",Trust,1984,250,"JSS Medical College, Mysuru, was started in 1984-85 and is imparting education in medical sciences (MBBS) course. It is recognized by the Medical Council of India and was affiliated to the Rajiv Gandhi University of Health Sciences, Karnataka, Bangalore from 1995-1996. It has now become a constituent college of JSS Academy of Higher Education & Research
( Formerly known as JSS University ) established under Section-3 of UGC Act from 28-05-2008.",https://www.jssuni.edu.in/,"₹ 18,50,000.00","₹ 1,93,500.00",,,"₹ 83,25,000.00","₹ 91,95,750.00",Deemed/ Paid Seats Quota,OPEN,26157,174229,605,441
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASHTRA,"PRAKASH INSTITUTE of MEDICAL SCIENCES ISLAMPUR ISLAMPUR,SANGLI","Maharashtra University of Health Sciences, Nashik",Trust,2016,150,"Prakash Institute of Medical Sciences (PIMS) & Research, commonly known as PIMS Islampur, is located on the Islampur-Sangli Road in Islampur, Maharashtra, PIMS Islampur provides hostel facilities for both male and female students, ensuring a conducive learning environment. The associated hospital has a bed capacity of 410, catering to the healthcare needs of the community. With a daily outpatient department (OPD) attendance of over 700 patients, the college plays a significant role in providing healthcare services. PIMS Islampur has been rated 3.5 out of 5 among private medical colleges, reflecting its commitment to quality education and healthcare provision in the region.",https://www.pims.co.in/,"₹ 21,16,500.00","₹ 2,75,000.00","₹ 7,51,500.00",,"₹ 95,24,250.00","₹ 1,07,61,750.00",PRIVATE,IQ,97446,922667,153,512
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASHTRA,BHARATRATNA ATAL BIHARI VAJPAYEE MC PUNE,"Maharashtra University of Health Sciences, Nashik",Trust,2022,100,"Bharat Ratna Atal Bihari Vajpayee Medical College, located in Pune, Maharashtra, the college maintains hostel facilities for a co-educational student body. With a faculty count of 111, Bharat Ratna Atal Bihari Vajpayee Medical College provides a conducive environment for quality medical education. The institution holds notable rankings, standing 65th in Open Management and 32nd in Maharashtra State categories. Committed to excellence in medical education, Bharat Ratna Atal Bihari Vajpayee Medical College contributes to the healthcare sector by shaping competent healthcare professionals.",https://www.bavmcpune.edu.in/,"₹ 22,50,000.00","₹ 80,000.00","₹ 90,000.00",,"₹ 1,01,25,000.00","₹ 1,08,90,000.00",PRIVATE,IQ,35973,145104,466,589
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SDM COLLEGE OF MEDICAL SCIENCES AND HOSPITAL,MANJUSHREE NAGAR, PB ROAD,SATTUR,DHARWAD","Shri Dharmasthala Manjunatheshwara University, Karnataka",Trust,2003,150,"Shri Dharmasthala Manjunatheshwara (SDM) College of Medical Sciences and Hospital is situated in Dharwad Sattur at the State of Karnataka and was started in the year of 2003.
And also SDM College of Medical Sciences provides Under Graduate, Post Graduate Medical with Diploma too like Para-Medical, Nursing Courses, Physiotherapy, Naturopathy Courses are available in this college.
All of the Courses are Recognized by the Rajiv Gandhi University of Health Sciences (RGUHS) Bangalore, Karnataka.",https://www.sdmmedicalcollege.org/,"₹ 20,15,750.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 90,70,875.00","₹ 97,45,875.00",PRIVATE,OPN,51194,177703,438,567
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"ADICHUNCHANAGIRI INSTITUTE OF MEDICAL SCIENCES,B.G NAGAR,NAGAMANGAL TQ,BELLUR, MANDYA DIST.","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1985,250,"AIMS was established in the year 1986 at BG Nagar, near Sri Adichunchanagiri Kshetra with a dream of offering medical education to hopeful students from rural regions.
This Institute was opened by the honorable chief minister of Karnataka, Sri Ramakrishna on 17th Jan 1986.
Seva Mano Bhava or Service to humanity is the single most significant original message of this medical institution.",https://bgsaims.edu.in/,"₹ 20,15,750.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 90,70,875.00","₹ 97,45,875.00",PRIVATE,OPN,29781,330680,342,599
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"YENEPOYA MEDICAL COLLEGE, MANGALORE,UNIVERSITY ROAD DERALAKATTE MANGALURU, KARNATAKA, 575018*",Yenepoya University (Deemed Manglore),Trust,1999,250,"Yenepoya Medical College was established in 1999 and was declared as a unit of Yenepoya University (considered a Deemed to be University in 2009).
Since the college started various PG Diploma, Undergraduate, Postgraduate and Doctoral programs in various medical disciplines.
Provide excellent medical care, it is comprehensive and affordable Deliver appropriately, responsibly and efficiently.",https://www.ymc.yenepoya.edu.in/,"₹ 22,00,000.00",-,-,,"₹ 99,00,000.00","₹ 99,00,000.00",Deemed/ Paid Seats Quota,OPEN,67640,412498,545,303
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"DR. CHANDRAMMA DAYANANDA SAGAR INSTITUTE OF MEDICAL EDUCATION,HAROHALLI HOBLI, KANAKAPURA RD","Dayananda Sagar University, Bangalore",Trust,2020,150,"Established in 2014, Dr. Chandramma Dayananda Sagar Institute of Medical Education & Research (CDSIMER) on Kanakapura Road, Bangalore, offers MBBS programs and emphasizes patient-centered care. Their 300-bed hospital, planned for expansion to 1350 beds, provides clinical experience for students and serves the surrounding communities. This medical college aspires to educate future doctors who can contribute significantly to healthcare advancements.",https://cdsimer.edu.in/,"₹ 20,15,750.00","₹ 2,17,500.00","₹ 15,000.00",,"₹ 90,70,875.00","₹ 1,00,49,625.00",PRIVATE,OPN,32487,245564,390,594
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"M.S.RAMAIAH MEDICAL COLLEGE,MSR NAGAR, MSRIT POST,MATHIKERE,BANGALORE","M.S. Ramaiah University of Applied Sciences, Bangalore.",Trust,1979,150,"The Ramaiah Medical College (RMC) was established in 1979 with the vision of providing quality education to all. The College is a constituent unit of Ramaiah University of Applied Sciences (RUAS)-A state private university, Karnataka and is recognised by the Medical Council of India (MCI).
The College is well-equipped with the latest infrastructure, technology-enabled classrooms and advanced laboratories, and continually focuses on teaching, clinical practice, and research.",https://www.msruas.ac.in/ramaiah-medical-college,"₹ 22,15,750.00","₹ 60,000.00","₹ 15,000.00",,"₹ 99,70,875.00","₹ 1,02,40,875.00",PRIVATE,OPN,14321,216221,410,629
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SAPTHAGIRI INSTITUTE OF MEDICAL SCIENCES,NO.15, CHIKKASANDRA,HESARAGHATTA MAIN,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2011,250,"Sapthagiri group of institutions is the formed by Sri Srinivasa Educational & Charitable Trust.
Sapthagiri Medical College has an extensive campus located along Hesaraghatta main road of Bengaluru city.",https://www.simsrc.edu.in/,"₹ 22,12,700.00","₹ 1,20,000.00","₹ 15,000.00",,"₹ 99,57,150.00","₹ 1,04,97,150.00",PRIVATE,OPN,46606,480686,275,573
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"RAJA RAJESWARI MEDICAL COLLEGE BENGALURU,202, KAMBIPURA, BENGALURU MYSURU HIGH WAY,KENGERI HOBLI, BANGALORE, KARNATAKA, KARNATAKA, 560074","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2005,250,"The Rajarajeswari Medical College and Hospital was formed by the Moogambigai Charitable and Educational Trust and is situated near the Mysore Road at Bangalore.
Rajarajeswari Medical College’s Main Aim is to Identifying and Enhancing the Potential of the Students through Comprehensive Academic Programs of International Quality of Education.",https://www.rrmch.org/,"₹ 23,50,000.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,05,75,000.00","₹ 1,12,50,000.00",Deemed/ Paid Seats Quota,OPEN,81360,535304,529,255
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SRI CHAMUNDESHWARI MEDICAL COLLEGE, HOSPITAL AND RESEARCH INST,CHANNAPATNA, RAMANAGARA","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2023,150,"Sri Chamundeshwari Medical College Hospital & Research Institute was established under Sri Ranga Educational Trust, Bengaluru for the sole purpose of providing Quality Education and Superlative Healthcare Services to the rural and deserving people. With 400 functioning beds, 70+ ICUs, Modular OTs and state of art infrastructure, Cutting Edge Diagnostics and Laboratory services, skilled support staff, very competent and experienced faculty , the college and the hospital has made tremendous strides in providing health care delivery in a very short span of time",https://college.scmch.org/,"₹ 24,12,700.00","₹ 2,00,000.00","₹ 15,000.00",,"₹ 1,08,57,150.00","₹ 1,17,57,150.00",PRIVATE,OTH,232555,1215637,107,399
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SIDDAGANGA MEDICAL COLLEGE AND RESEARCH INSTITUTE,TUMAKURU","Rajiv Gandhi University of Health Sciences, Karnataka",Private,2022,150,"In 2022 Siddaganga medical college and research institute(SMCRI) was established by Sree Siddaganga Math by His Holiness Sree Siddalinga Swamiji, the present President of Sree Siddaganga Math.
Although this Math is running all types of educational institutions, the devotees, public, alumni and well-wishers strongly felt that there is a need of medical services in the list of services being offered by Sree Siddaganga Math.
So this Medical College and research institute is initiated not only with service of Medical needs but also for medical Education Service.",https://smcri.edu.in/,"₹ 25,12,700.00","₹ 1,20,000.00","₹ 15,000.00",,"₹ 1,13,07,150.00","₹ 1,18,47,150.00",PRIVATE,OTH,208844,940227,150,415
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SUBBAIAH INSTITUTE OF MEDICAL SCIENCE,NH-13, PURLE,H.H ROAD,SHIMOGA","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2012,200,"Subbaiah Institute of Medical Sciences is a Tadikela Subbaiah Trust unit, formed in 2003 by Sri.T.Subbaramaiah, a well-informed, insightful farmer, is eager to take up education and research in areas that will remain smooth in their sweeping and swaying.
Known for higher education and uncontrolled learning facilities, students from all over India and from overseeing the College offer courses leading to Medicine, Nursing and Dental Care.",https://www.smcshimoga.com/,"₹ 25,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,13,07,150.00","₹ 1,19,82,150.00",PRIVATE,OTH,126429,1138358,118,483
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"K.VENKATARAMANA GOWDA MEDICAL COLLEGE AND HOSPITAL,KURUNJIBAG,SULLIA,DAKSHINA KANNADA","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1999,100,"KVG Institute of Medical College and Hospital was founded in 2002 by Dr.Kurungi Wegatama Mankoda, the founder of the Chairman of the Independent Academy (R) Sallia DK, with the aim of producing world-class experts.
In the field of specialized medical science, KVGMCH is undergoing rapid development to expand teaching and hospital services.
Is an organization committed to representing change for providing holistic health care to people, especially in rural areas.",https://www.kvgmch.org/,"₹ 25,12,700.00","₹ 1,93,000.00","₹ 15,000.00",,"₹ 1,13,07,150.00","₹ 1,21,75,650.00",PRIVATE,OTH,135688,1061176,129,474
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"NAVODAYA MEDICAL COLLEGE,PB NO.26, NAVODAYA NAGAR,MANTRALYAM ROAD,RAICHUR","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2002,200,"Established by S. R. Reddy in 2001, NMC was the first private sector medical college in Raichur. The college started with only the Navodaya Hospital & diagnostic centre in 1996 and later in 2001 with the setting up of Navodaya Medical College (NMC), it became a full-fledged independent Medical college in Raichur.",https://medical.navodaya.edu.in/,"₹ 26,12,700.00","₹ 1,11,000.00","₹ 15,000.00",,"₹ 1,17,57,150.00","₹ 1,22,56,650.00",PRIVATE,OTH,130462,1124408,120,479
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,ANDHRA PRADESH,"GITAM INSTITUE OF MED. SCE. AND RES., VISAKHAPATNAM,GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT (GITAM), RUSHIKONDA, VISAKHAPATNAM, ANDHRA PRADESH, 530045","Gandhi Institute of Technology and Management (GITAM University) Deemed, Visakhapatnam",Private,2015,150,"- The Visakhapatnam campus of GITAM University is located along Rushikonda Beach, accommodating over 6000 students.
- It features six auditoriums and five hostels for boys, as well as three hostels for girls.
- In 2015, the GITAM Institute of Medical Sciences and Research (GIMSR) was established as a private medical college and teaching hospital.
- GIMSR admits 150 students annually for the MBBS undergraduate program through NEET and 52 postgraduate students across various medical specialties.
- Currently, it houses approximately 200 medical faculty members, 170 paramedical staff, and 350 nursing, administrative, and support staff.
- This demonstrates a robust educational and healthcare infrastructure at GIMSR.

",https://gimsr.gitam.edu/,"₹ 25,37,000.00","₹ 2,55,006.00",-,,"₹ 1,14,16,500.00","₹ 1,25,64,027.00",Deemed/ Paid Seats Quota,OPEN,61244,1203593,554,109
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SHRIDEVI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH HOSPITAL,SIRA ROAD,TUMKUR","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2013,150,"The medical college was Started in the year of 2013 is administered under their Sri Shridevi Charitable Trust.
It was founded in the year 1992 and established many other education institutions across all the field such as Engineering , Nursing, MBA, Paramedical Courses and other degree colleges as well as schools.
The person behind this huge creation was Dr.M.R.Hulinaykar.",https://shridevimedical.org/,"₹ 27,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,22,07,150.00","₹ 1,28,82,150.00",PRIVATE,OTH,195256,1163867,114,425
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SRI BASAVESHWARA MEDICAL COLLEGE AND HOSPITAL,NH-4, S.J.M.I.T CAMPUS,CHITRADURGA","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1999,150,"Sri Basaveshwara Medical College is a charity of Sri Jagadguru Murugharajendra Brihanmath, which is well known for its social, economic and educational activities, not only in the state of Karnataka, but also in other parts of India.
SJM Vidyapeetha started the Basaveshwara College of Medicine in Chitradurga district, in order to reach medical education up to the one in particular and the development of this region in general in 2001-02.",https://www.bmch.edu.in/,"₹ 28,12,700.00","₹ 1,20,000.00","₹ 15,000.00",,"₹ 1,26,57,150.00","₹ 1,31,97,150.00",PRIVATE,OTH,175818,1042392,132,440
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"KANACHUR INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE,UNIVERSITY ROAD,NATEKAL POST,MANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2016,150,"The Kanachur Institute Of Medical Science Centre was started in 2015. The Medical Council of India (MCI) and the Government of Karnataka both approve of NAAC. The Kanachur Institute Of Medical Science  is in Mangalore, Karnataka. The college offers undergraduate and graduate medical studies like MBBS, MD, MS, and others. Admission to MBBS and other medical fields is based on the results of the NEET UG and NEET PG examinations.
KIMS has a modern building with well-equipped classrooms, labs, and other tools that are needed for medical education. The college is linked to Kanachur Hospital & Research Centre, which is a teaching hospital where students can get hands-on experience and learn about different various medical fields.",https://www.kanachurims.com/,"₹ 28,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,26,57,150.00","₹ 1,33,32,150.00",PRIVATE,OTH,194761,1126952,119,425
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"THE OXFORD MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTER,YADAVANAHALLI, ATTIBELE HOBLI,ANEKAL TALUK,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Society,2014,150,"The Oxford Medical College Hospital and Research Center (OMCHRC) is a private medical institution located in Yadavanahalli, Bangalore, India. It was established in 2012 and offers various medical programs including MBBS, MD, MS, and B.Sc. courses. OMCHRC is affiliated with Rajiv Gandhi University of Health Sciences . The college is known for its well-equipped hospital with separate teaching and academic blocks spread over a 35-acre campus.",http://theoxfordmedical.org/,"₹ 30,12,700.00","₹ 1,40,000.00","₹ 15,000.00",,"₹ 1,35,57,150.00","₹ 1,41,87,150.00",PRIVATE,OTH,163267,1122537,120,450
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"AL-AMEEN MEDICAL COLLEGE,ADMINISTRATIVE BLOCK,ATHANI ROAD,VIJAYAPUR","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1984,150,"Al-Ameen Medical College Bijapur was started in the year 1984, with the tireless efforts of Dr.Mumtaz Ahmed Khan, the Founder of Al-Ameen Movements.
The Medical College spread over total of two hundred acres of land on western hills of historical city of Bijapur and the campus spread over 200 Acres.",http://alameenmedical.org/medicalcollege.htm,"₹ 30,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,35,57,150.00","₹ 1,42,32,150.00",PRIVATE,OTH,81041,1176904,112,530
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASTRA,"MGM MEDICAL COLLEGE, AURANGABAD,N-6, CIDCO, AURANGABAD,, MAHARASHTRA, 431003","MGM Institute of Health Sciences (Deemed University), Navi Mumbai",Trust,1989,200,"Established in January 1990 under the visionary leadership of Shri. Kamalkishorji Kadam, MGM Medical College & Hospital, Abad, aimed to set up a premier institution in Maharashtra and nationwide. With the establishment of MGM Deemed University in Kamothe, Mumbai, led by Dr. K. K. Kadam and his team, the institution further expanded its reach. A constituent unit of MGM Institute of Health Sciences, accredited by NAAC with an A grade, it continues to excel in education, healthcare, and research endeavors.",https://www.mgmmcha.org/,"₹ 21,00,000.00","₹ 43,300.00","₹ 10,500.00",,"₹ 94,50,000.00","₹ 96,44,850.00",Deemed/ Paid Seats Quota,OPEN,77170,257540,534,383
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SDM COLLEGE OF MEDICAL SCIENCES AND HOSPITAL,MANJUSHREE NAGAR, PB ROAD,SATTUR,DHARWAD","Shri Dharmasthala Manjunatheshwara University, Karnataka",Trust,2003,150,"Shri Dharmasthala Manjunatheshwara (SDM) College of Medical Sciences and Hospital is situated in Dharwad Sattur at the State of Karnataka and was started in the year of 2003.
And also SDM College of Medical Sciences provides Under Graduate, Post Graduate Medical with Diploma too like Para-Medical, Nursing Courses, Physiotherapy, Naturopathy Courses are available in this college.
All of the Courses are Recognized by the Rajiv Gandhi University of Health Sciences (RGUHS) Bangalore, Karnataka.",https://www.sdmmedicalcollege.org/,"₹ 30,15,750.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,35,70,875.00","₹ 1,42,45,875.00",PRIVATE,OTH,205694,697912,205,417
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"EAST POINT COLLEGE OF MEDICAL SCIENCES AND RESEARCH CENTER,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2017,150,"East Point College of Medical Sciences & Research Centre, Bangalore is situated in Bidarahalli at the Eastern part of Bangalore in the State of Karnataka.
This East Point College Provides Quality Education to developing the students into doctors, with a high capacity of knowledge with finest skills to Serving the peoples with helping attitude.",https://epcms.ac.in/,"₹ 30,12,700.00","₹ 1,65,300.00","₹ 11,950.00",,"₹ 1,35,57,150.00","₹ 1,43,01,000.00",PRIVATE,OTH,267682,989228,141,377
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TAMIL NADU,"SRI RAMACHANDRA MED. COLLEGE AND RES. INST., CHENNAI,NO. ONE RAMACHANDRA NAGAR, PORUR, CHENNAI., TAMIL NADU, 600116","Sri Ramachandra Institute of Higher Education & Research(Deemed to be University), Chennai",Trust,1985,250,"Sri Ramachandra Institute of Higher Education and Research (SRIHER), located in Porur, Chennai, India, was founded on September 11, 1985, by N. P. V. Ramasamy Udayar under the Sri Ramachandra Education & Health Trust. Originally established as a medical college, it attained deemed-to-be-university status in September 1994. SRIHER comprises nine constituent colleges and faculties, hosting over 6,000 students.",https://www.sriramachandra.edu.in/,"₹ 25,00,000.00","₹ 2,55,000.00","₹ 3,000.00",,"₹ 1,12,50,000.00","₹ 1,23,97,500.00",Deemed/ Paid Seats Quota,OPEN,18046,273789,620.5,373
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASHTRA,DR. ULHAS PATIL MEDICAL COLLEGE JALGAON,"Maharashtra University of Health Sciences, Nashik",Trust,2008,200,"Dr Ulhas Patil Medical College Jalgaon, This college is located in Jalgaon District & is spread over an area of over 33 acres. The college-affiliated 500-bedded teaching hospital and research centre are equipped with super-specialized, digitalized, 7 laboratories and modular operation theatres for catering to diverse investigations in Microbiology, Haematology, Biochemistry, Cytopathology, Serology, Histopathology etc. The digitalized laboratories are well-equipped for conducting various investigations using Radiography, CT scan, X-ray Machine, MRI, Fluoroscopy, Ultra-sonography etc. ",https://www.dupmc.ac.in/,"₹ 35,00,000.00","₹ 1,76,500.00","₹ 1,27,550.00",,"₹ 1,57,50,000.00","₹ 1,65,44,250.00",PRIVATE,IQ,186098,1111346,121,432
